id;RegNo;Name;Street;City;Phone;RT90NorthSouth;RT90EastWest;URL;IndustryCodes
0zlsCnqqko;165567105878;Svea Exchange AB;Götgatan 58;STOCKHOLM;08-50699850;6579208;1629158;www.exchangefinans.se;
hzlPjZZsCw;165569321515;25etimmen.se;Göteborgsvägen 74;SÄVEDALEN;031-254521;6406988;1277706;www.25etimmen.se;
0LMWlPCC5-;196408297056;Osteopat Bo Rudberg - osteopati örebro;Engelbrektsgatan 6;ÖREBRO;019-101144;6572579;1466300;www.osteopatenorebro.se;
yhhgMP__w5;165565865143;Nackahemmet Nacka-koti;Lasarettsvägen 4;NACKA;08-7186074;6579171;1636216;www.finsktseniorboende.se;
hLM2-4mbko;194810175085;Mariannes Aqpunktur;C W Borgs Väg 3;STENUNGSUND;070-4771276;6445435;1264924;www.aqpunktur.se;
zg2wnOooAK;198203030047;Fiskpedikyren;Wallingatan 35;STOCKHOLM;08-6502740;6581623;1627880;www.fiskpedikyr.se;
hhdPs_XXvm;165567504815;Förvaltningsaktiebolaget Teoge;Adolfsbergsvägen 31;BROMMA;08-12131203;6583905;1622270;www.teoge.se;
VgP2Z_5-4v;165566798160;Fruängens Centrum - Citycon;Fruängsgången;HÄGERSTEN;08-52280310;6575844;1623080;www.fruangencentrum.se;
dxP5OO111H;165561369637;3o Stjärnhusen AB;Kvarndammsvägen 21;LUDVIGSBORG;0415-51038;6199514;1362459;www.tre-o.se;
dxPPP_mmOU;168860004350;Föreningen Blomsterfonden;Svalnäs Allé 12;DJURSHOLM;08-7531426;6590802;1629487;www.blomsterfonden.se;
xR_vHHqqqb;169165418808;Pontus Press;Åbyvägen 223;ANDERSLÖV;0410-20141;6145876;1343005;www.pontuspress.se;
LxTll5OO1H;165566405261;CAT Nordic AB;;;019-7606060;;;http://www.catnordic.se/startsida;
dWZs4mHHqb;165568698962;Paldur AB;Strandgatan 6;TRELLEBORG;0410-40101;6141393;1331783;www.paldur.se;
0xM24HqboJ;165566917547;Weareqiiwi Interactive AB;Stora Torget 3;ALINGSÅS;072-1724859;6427537;1306129;www.qiiwi.com;
~Ws_-UAA7e;165568398951;Goton Bygg Fastighetsservice AB;Hildedalsgatan 4C;GÖTEBORG;070-7315331;6407418;1270104;www.goton.se;
VhhzTlww-X;195701191461;Annas textverkstad;Enskogen 53;KORSKROGEN;0651-81058;6874484;1483428;www.annastext.se;
hhMM_mkkJA;169696700781;Kultivera Personal o. Utveckling;Storgatan 16A;ALVESTA;0472-12321;6308843;1423903;www.kultivera.com;
zgW_CwUUHG;165566788674;Carlenskogs Takstolar;Turbingatan 16;VIMMERBY;0492-75736;6392862;1503063;www.carlenskogstakstolar.se;
VdTRPs--4v;165566191085;Renfast AB;Måns Jons Väg 15A;NYHAMNSLÄGE;070-3207108;6240144;1297238;www.renfast.nu;
hLzdRRsCCw;;The Dialog Corporation Sweden AB;Box 7589;STOCKHOLM;020-391756;;;www.dialog.com;
iLdl_vbboJ;198107044615;Skoglund Bildproduktion;Sandslättsvägen 21C;HALMSTAD;070-6875079;6284896;1315673;www.skoglundbildproduktion.se;
0TWRjs_C5-;165568633134;Familjehemsbanken AB;Vekhyttan Ålunda 3209;FJUGESTA;0585-20057;6565335;1440426;www.familjehemsbanken.se;
~MP2X4U1Gq;165566906367;SWT Swedtrac C & W AB;Verkstadsgatan 31;VÄSTERÅS;010-4809900;6618663;1546518;www.swedtrac.com;
yLzggW2Z_C;165565592010;Biljettboxen;Döbelnsgatan 34;STOCKHOLM;0771-224400;6582340;1628318;www.biljettboxen.se;
Lxlj-XvmOU;165568424179;Family Dental Care;Franzéngatan 18;STOCKHOLM;08-50080850;6581977;1625445;www.familydentalcare.se;
VVT2Z4GGbk;165567653869;Mekano AB;Pistolgatan 2;HELSINGBORG;042-202600;6220552;1307802;www.mekano-ab.se;
xRjw5vnO1H;165568662992;Xore AB;Gymnasievägen 16;SKELLEFTEÅ;0910-211490;7191172;1746025;www.xore.se;
dSWW25X4mn;197502060531;MG Sport & Media;Mangårdsvägen 11;HUDDINGE;070-7418708;6567841;1622259;www.mgsportomedia.se;
iVLxSWPjZs;169697467430;VTB Foto;Friluftsvägen 35;TULLINGE;070-3730598;6564473;1620300;www.vtbfoto.se;
00dRsswww5;;Nybygg i Mörrum AB;Björkliden 14;MÖRRUM;0454-50474;6229341;1434971;www.nybygg.se;
xTPPwX4vnO;165560748237;LKAB Berg & Betong AB;Tippvägen 5;KIRUNA;0771-760200;7535066;1687619;www.lkabbergbetong.se;
VSMZC411Gq;198610106943;Feelings for Music;Rusthållarvägen 151;BAGARMOSSEN;073-0360859;6574795;1632829;www.feelingsformusic.se;
xWlZs54vnO;165568514003;VIQ TV-Team AB;Hälsingegatan 49;STOCKHOLM;070-0230000;6582822;1627028;www.tv-team.se;
LWlw-mU1Gq;165566380282;Brandexperten AB;;;063-105600;;;www.brandexperten.se;
VdTMWPZsCw;195308141000;Malles Hundtrim & Shop;Bruntorpsvägen 10;HJO;070-3419198;6466031;1399914;www.kennelmajomas.se;
ih~zxM2Z_C;165568831365;Sundqvist Spotrepair;Kompanivägen 12;SUNDSVALL;070-2905995;6919134;1577485;Facebook;
iVxSPjCw-X;165567540652;AE Whirlpoolbath;Paradisvägen 78;NYHAMNSLÄGE;042-344870;6241994;1296293;www.aewhirlpoolbath.se;
xSR_-1qboJ;165568980378;Fastighetsförvaltare Bergman AB;Nordlinds Väg 95;MALMÖ;040-6304800;6166560;1321375;www.forvaltarebergman.se;
0TjsmOkoAK;169697691880;Olandsbygdens Te & Kafferia HB;Centrumvägen 6;ALUNDA;0174-10160;6662783;1626774;www.olandsbygdensteochkafferia.se;
dSPj-vU1Gq;165562699594;Gehås AB;Åkaregatan 10;ARVIKA;0570-17310;6619884;1320151;www.gehas.se;
LWCvmkeuEa;;Studio Streck AB;Kastellgatan 8B;GÖTEBORG;070-1495037;6403183;1270564;www.studiostreck.se;
hggMjs44mn;165567482905;Sjöbyggnadsbyrån Bohuslän AB;Hällsberg 630;VAREKIL;073-0597380;6455799;1255357;sjobyggnadsbyran.se;
y0hdP_-Xvm;;HD Bygg;Rikstolvan 25;SIMRISHAMN;070-8521352;6157474;1404071;www.hdbygg.se;
zxWj_-OUHG;165563026219;Bankirfirman Willgodt Kullgren AB;Prästgårdsängen 11;GÖTEBORG;031-138230;6404207;1273678;www.bankirfirman.se;
VSMP5vHGbk;165568544612;Inspirea Decorations AB;Fridhemsvägen 8;TÄBY;070-7298720;6594788;1630013;Facebook;
0VzzRCX4mn;165568299613;Artwindows AB;Övre Svartlå 427;BODEN;073-9864455;7335118;1742721;www.artwindows.se;
zSR_4HbkJA;165568650773;Algtvätt i Blekinge AB;Södra Björklidsvägen 15;ERINGSBODA;0455-21464;6256899;1472823;www.algtvatt.com;
0V~MPC---X;165567219331;Lilla Tavernan Classic;Nya Boulevarden 6B;KRISTIANSTAD;044-216304;6212601;1397085;www.clubclassic.se;
yzMPZ_vmOU;165567338412;Svets Reparation & Montage i Västervik AB;Västeråsgatan 3;VÄSTERVIK;076-8133007;6404405;1548019;www.srmab.nu;
0STTMlCw-X;165568995814;Minfarm Bia AB;Regeringsgatan 29;STOCKHOLM;090-770066;6581211;1628786;www.minfarm.se;
0SRRR_mnU1;165569520298;Hvb-Nour AB;Gryts Kyrkby 3;STJÄRNHOV;072-1902131;6554113;1568176;www.hvb-nour.se;
0xRsC-1qqb;;Handelsgården;Götgatan 1;UMEÅ;090-778675;7087620;1719255;www.handelsgarden.se;
i~TWsvGqko;165569700502;Enjoy Nature AB;Sjötorpsvägen 29B;GÄVLE;076-2523737;6726184;1574467;http://www.enjoynature.se;
dSlj--HGbk;199012243896;Juice & Sandwich;Kaptensgatan 9;MALMÖ;070-0607955;6166999;1323484;Facebook;
hTMM2CvmOU;165568190374;MB Kulturpartner AB;Lasarettsgatan 2;GÖTEBORG;070-9389309;6404100;1270690;www.mbkulturpartner.se;
VLgjsvHGbk;165568293269;Arvika Kraft AB;Korpralsvägen 9;ARVIKA;0570-81600;6618028;1321067;www.arvikateknik.se;
zlwXUkcEQB;165569652802;Bobud AB;Tunadalsvägen 45;SUNDSVALL;070-0920800;6923849;1581230;www.bobud.se;
hggjswmmOU;165562849686;Stegborgs El-Evator AB;Annebergsvägen 3;STRÄNGNÄS;0152-22312;6581336;1570023;www.stegborgs.se;
hL~zTWlP2Z;197701066651;Örebro Fastighetsbesiktning;Marielundsvägen 9;GUSSELBY;019-5555468;6613657;1467040;www.orebrofb.se;
~g2X1Hkkko;168024448014;Rävlanda Föreningsgård;Sätilavägen 12;RÄVLANDA;0301-44927;6396165;1302426;www.ravlandaforeningsgard.se;
~S2Z5-OUHG;165567561963;Bofabriken AB;Flöjelbergsgatan 20C;MÖLNDAL;031-404540;6400808;1273590;www.bofabriken.se;
dlj2s4Gqko;165568918683;Hälsoblomstra;Slottsgatan 18;ÖSTHAMMAR;070-6725161;6685403;1642009;www.halsoblomstra.se;
zzSTZvqboJ;167696095947;Piteunika Ekonomisk Förening;Stormyrberget 100;PITEÅ;070-3007371;7270854;1754363;www.piteunika.se;
izWRjjZww5;169168464296;Åby-Ryktet V5 HB;;;0939-2000200;;;www.travbloggen.se;
iLLTZs555-;;The Dialog Corporation Sweden AB;Östra Hamngatan 34;GÖTEBORG;020-391756;6404524;1271322;www.dialog.com;
xP2s551Hqb;165566788559;Golf Solutions i Mälardalen AB;Kämpevägen 29;JÄRFÄLLA;073-3834535;6587761;1615339;www.smartaideer.se;
00dxxT255-;;Mühlhoff;Glisterbackegatan 1;HISINGS BACKA;031-7429690;6407754;1271987;www.muehlhoff.de;
iyVVS25-4v;169697680008;AB Söderstöd, Familjerådgivning;Kanalvägen 15;TÄBY;08-7022089;6592528;1627776;www.soderstod.se;
0SPwnqoJK7;195209296911;Läxhjälpen Kalmar;;;0480-27620;;;www.laxhjalpenkalmar.se;
zzzR_-1Hqb;196508110035;Location Finders;Nackagatan 18;STOCKHOLM;08-6425884;6578876;1630647;www.locationfinders.se;
xgjwn1Gqko;195602200916;Dania Byggservice;Sadelmakarebyn 4B;BUNKEFLOSTRAND;072-9149510;6162386;1318947;www.daniakloak.com;
zdxTgZw5X4;;Brunnavallens Våffelstuga;Box 9;IDRE;070-5421425;;;www.brunnavallen.se;
LTPssvvmOU;194704195355;Hans-Göran Blom;Mardal Krosshögen 1;STRÖMSTAD;073-9765375;6544562;1243147;www.hazzebloom.se;
zllZ5vHGbk;165567790802;Walkplace AB;Box 8083;SPÅNGA;073-9888954;;;www.walkplace.se;
i~SWRZ4vnO;165569271637;Wiki4u AB;Granängsringen 6;TYRESÖ;0939-2000444;6571038;1638433;wiki4u2.wordpress.com;
0hSP_COUHG;165567018493;FSD Malmö AB;Stridsvagnsvägen 14;KRISTIANSTAD;040-6800770;6214254;1396691;www.fsd.se;
zRlsXUUHqb;165569958894;DYNAMO Mobile Accelerator AB;Birger Jarlsgatan 41A;STOCKHOLM;070-5360200;6581985;1628750;www.dyna.mo;
~Mjsv1ouuc;;Provea;Box 15065;MALMÖ;020-797519;;;www.provea.se;
xxPZw4HGbk;165564468527;Indikatoranalys;Box 24293;STOCKHOLM;010-2071600;;;www.indikatoranalys.se;
ddWRCnGqko;165563302602;Projektengagemang Energi & Klimatanalys AB;Roxengatan 7;LINKÖPING;08-52206900;6478043;1489287;www.projektengagemang.se/bolag/pe_energi_och_klimatanalys;
zxll_vnUHG;165564457207;A & O Ansvar och Omsorg AB;Repslagaregatan 19;NORRKÖPING;011-180100;6496346;1522497;www.ansvarochomsorg.se;
iihMsvnUHG;165569548703;Dunkin'Donuts;Täby Centrum;TÄBY;010-1060600;6593684;1628422;dunkindonuts.se;
idTTgMljZs;165569382954;Humanistiskt Lärcentrum Sverige AB;Box 3132;NORRKÖPING;010-3300543;;;humanistcentrum.se;
~MRP-vGqko;165566792098;Tedkompile AB;Jägershillgatan 18;MALMÖ;040-311830;6163602;1326061;www.tedkompile.se;
0TRwUUoJK7;165564898277;Erisma Technologies AB;Östra Varvsgatan 4;MALMÖ;040-370575;6168425;1322378;www.erisma.se;
VSTZ-11Gbk;165560813031;Swerock AB;Lågspänningsgatan 1;VÄSTERÅS;021-811860;6614639;1542710;www.swerock.se;
ydM_nO1JJA;;Phoenix Pride;Broddvägen 17;VENDELSÖ;08-7770469;6567476;1636109;www.phoenixpride.se;
hxTM_wmqqb;165566655600;Climatec;Blixholmsvägen 19;NORRKÖPING;011-121950;6498163;1523526;www.climatec.nu;
0zM24UGboJ;165590406624;Höörs Invest AB;Brevia 672;STOCKHOLM;0413-33440;;;Facebook;
0LMRl5XvnO;165564821667;Tekskolar AB;Helsingborgsvägen 50;ÄNGELHOLM;070-2287021;6237504;1317356;www.esrostfria.se;
yLdxxxj2s_;165560346164;Polygon Sverige AB;Prästgatan 40;AVESTA;020-235235;6668935;1519712;www.polygongroup.se;
dRRlZvnUHG;165590277181;Gudhems Affär AB;Torbjörntorpsvägen 3;GUDHEM;0515-720145;6458121;1368354;www.handlarnigudhem.se;
VLSgRC4mOU;165561747097;Falck Katrineholm;;;0150-13939;;;http://www.falcknykoping.se/;
yVhM_nHqko;165563048072;Torv & Maskinentreprenad AB;Stockås;MULLHYTTAN;0586-728900;6557607;1437094;http://www.torvomaskin.se;
VSgljCO11H;165560759770;Systemanalys i Stockholm AB;Gribbyvägen 32;SPÅNGA;08-6211730;6585211;1619685;www.systemanalys.se;
ydSRw55Xvm;165569847113;Kvarteret Göteborg AB;Släktledsgatan 9A;GÖTEBORG;076-9480080;6407159;1267439;Kvarteret.net;
~TP_v1qkJA;165562165653;Metso Sweden AB;Neongatan 4B;MÖLNDAL;073-1489040;6396743;1273829;www.metso.com;
xTTl_--4mn;165566634712;Avlopps Akuten Syd AB;Tygelsjövägen 172;TYGELSJÖ;040-469080;6157365;1322653;www.avloppsakuten.se;
iyxR_-XvnO;165568018914;Dockside Kontorshotell AB;Regnbågsgatan 8B;GÖTEBORG;031-430130;6404964;1269991;www.docksideoffice.se;
~WP5XUUHqb;165569514853;Nytt Bolag Nu i Stockholm AB;Kolsnarsvägen 7;ÅRSTA;08-52001820;6577338;1628383;www.nyttbolagnu.se;
LSjj-mUHqb;165590499389;Aloe Family AB;Röds Norgård 18;TORSLANDA;076-8977666;6406497;1259299;http://www.aloefamily.se;
Vh~SgMljZs;165568263387;IT Konsulterna Norden AB;Finlandsgatan 64;KISTA;08-41017910;6590458;1619989;www.itkonsulterna.com;
hLxgZ5-4mn;165590019658;S&o Städservice i Skåne AB;Högalidsvägen 103B;KÄVLINGE;046-704796;6189248;1330683;www.sostadservice.se;
~SRs4qeuEa;165590446745;SwePack Värnamo AB;Julias Väg 1;VÄRNAMO;0370-657117;6341788;1394883;www.swepackab.se;
xMR_XOO1Gq;165568478084;Safe And Sound AB;Ringlatorpsvägen 112;KUNGSBACKA;070-5271801;6384367;1280401;www.safesound.se;
ixxlP_XvnO;165568762974;BillerudKorsnäs Skog, Region Dala Hälsinge;Industrigatan 14;BOLLNÄS;070-3122364;6802289;1531818;www.billerudkorsnas.se/skog;
zTWj_nGboJ;169697066331;jem & fix KB;Storegårdsvägen 6;MARIESTAD;046-2852843;6508983;1384738;http://www.jemfix.se;
0xl_XnbkJA;165568265747;Moyo;Kungsgatan 55;UMEÅ;090-2007720;7087526;1719277;www.moyo.se;
LSSTWjZ_w5;165569572299;Atlaskliniken;Djurgårdsgatan 18;LINKÖPING;013-3436156;6475956;1489012;www.atlaskliniken.se;
zWljssvmOU;165569481442;Beerista;Kristinelundsgatan 13;GÖTEBORG;031-3890599;6403702;1271809;www.facebook.com/beerista.se;
hLgjCX1Hqb;165568895659;Sephora;Biblioteksgatan 4;STOCKHOLM;077-4218877;6581431;1629066;www.sephora.se;
xMsX44Gqko;165569004699;Svea service AB;Strömvägen 4;UMEÅ;090-139900;7089720;1717292;www.sveaserviceab.se;
VxMZw-vnU1;165566693825;Vara Solskydd;;;0512-790700;;;www.solskyddat.se;
V~WC41GGGq;169696086736;Pema Vakt;Jakob Sjöléns Väg 2;SUNDSVALL;070-3470089;6919653;1579297;www.pemavakt.se;
dl54mkeccE;169168325968;Leektronik;Kärrvägen 61;KÄVLINGE;046-775195;6190479;1329452;www.leektronik.se;
dSSggWWlj2;165565106308;John Scotts;Kungsgatan 37;STOCKHOLM;08-54611000;6581608;1628583;http://johnscotts.se;
~SPs-1AKeu;167696256119;Västsvenska Redovisare;Importgatan 10;HISINGS BACKA;072-2594796;6409009;1273233;vsredovisare.com;
xxxl54mO1H;165590172044;Interiör Akustik Örebro AB;Adolfsbergsvägen 2-4;ÖREBRO;070-5170161;6571042;1463985;http://interiorakustik.se;
dRwmHKecaQ;165567473557;Maison le Gros Import AB;Stallarholmsvägen 4B;BANDHAGEN;08-50861043;6573472;1628667;http://www.legros.se;
VVgW_n1Gbk;198003288944;Lises Livsenergi;Rymdvägen 12;KIRUNA;070-2058414;7533791;1688439;Facebook;
VdlPC-nUHG;195701061433;Wretling Bo;Diligensvägen 55;HJÄRNARP;073-5008328;6249463;1319986;http://www.confirmab.com;
h~zMP-4mOU;196001290284;Spådom Online;Gräsgatan 6;STOCKHOLM;0939-1119339;6578394;1629077;spadomonline.nu;
LzTg2ZC5X4;169697396456;Basterapi Stockholm HB;Kungsgatan 37;STOCKHOLM;073-3184554;6581608;1628583;www.basterapi.se;
yhdTZw---X;168875006614;Staffansgården;Furugatan 1;DELSBO;0653-16850;6853952;1539241;www.staffansgarden.com;
xTgWRRw5X4;165568567902;Addac AB;Hagaby Tvärgata 7;ÖREBRO;073-1534648;6574651;1466289;www.addac.se;
yVxllZXvvm;169340057430;RIAB;Flöjelbergsgatan 7A;MÖLNDAL;031-7465320;6400199;1273943;www.riab.com;
0TR_nkcEQB;165568150188;Smartbox Sweden AB;Sydkajen 130;MALMÖ;010-3333500;6169443;1325251;www.smartboxes.se;
LggPwm1Gbk;165565301321;Vg Ortopedi & Idrottsrehab AB;Doktor Saléns Gata 12;GÖTEBORG;031-410171;6402163;1271265;http://www.ortorehab.se;
izdl24UHqb;165568832736;Viamap AB;Villavägen 1A;VÄSTERHANINGE;070-4453121;6557812;1631622;http://viamap.se;
V~zS24mO1H;165590386719;Svensk Förbipumpning AB;Pilevallen 93;ARLÖV;040-430777;6170820;1327115;svenskforbipumpning.se;
0zzlljC5X4;168020006725;Stora sköndal Handikappbad;Nils Brincks Väg 11;SKÖNDAL;076-1291743;6572112;1632459;www.storaskondal.se;
zTMR_nbkJA;165569527558;Signyou AB;Markvardsgatan 5;STOCKHOLM;08-214600;6582517;1628262;www.signyou.se;
~WZ-mUboAK;165590848395;Rudvi Fritid AB;Intagsvägen 1C;KARLSKRONA;0455-57890;6230303;1488633;http://www.rudvi.se;
hTM_-nnUHG;165568335987;AB Isonord;Garagevägen 4;ÖJEBYN;070-3518785;7261522;1759436;www.isonord.se;
iVTWCm1Gbk;195807271647;Time4heart;Ekensbergsgatan 21;TROSA;070-3374864;6532024;1600933;https://time4heart.net/;
VgP_CC4mOU;165567635759;Svart PIst Publishing AB / Hälsinge Allehanda / Magasin Järvsö;Turistvägen 56;JÄRVSÖ;0651-677490;6844638;1519283;http://www.svartpist.com;
Lggl_mHqko;165569665002;Inköpscentrum;Centralplan 17;STOCKHOLM;08-6686996;6581026;1628251;http://www.inkopscentrum.se;
yh~SM_www5;165561802959;Norrlands Miljövård AB;Västergatan 18;PITEÅ;0911-13700;7258310;1764165;www.nmv.se;
yhg22wvnnO;165560516212;Studsvik Nuclear AB;Stensborgsgatan 4;VÄSTERÅS;021-4480761;6608730;1540939;www.studsvik.se;
~RPjZssww5;162120003005;Överförmyndarkontoret;Vaksalagatan 15;UPPSALA;018-7272460;6639256;1602946;www.uppsala.se;
LxTjsXvnU1;165568680473;Arco Crown AB;Liljeholmsvägen 8;STOCKHOLM;08-58166689;6579024;1626626;www.arcocrown.se;
0dRCwOGbbk;165562032465;Epsilon AB Utvecklingscentrum Syd;Bruksgatan 32;HELSINGBORG;042-4907500;6217214;1306320;www.epsilon.nu;
xPZCnoA7uc;165590359286;Fukt och Byggkonsult i Fyrbodal AB;Åsbräcka 335;LILLA EDET;010-1679999;6457684;1286275;www.fuktochbyggkonsult.se;
zl5OqeEEEa;162620000303;Sydsvenska Industri- och Service AB Handelskammaren;Skeppsbron 2;MALMÖ;035-2400750;6167908;1323163;www.handelskammaren.com;
yVLg25vnU1;165568883952;Aedix AB;Kärra 135;LÖDÖSE;070-4106697;6445794;1284253;http://www.aedix.se;
VLzWlZ544v;165560627704;Cinebox Media AB;Vretenvägen 12;SOLNA;08-4452550;6583607;1623374;www.cinebox.se;
zMWPZsC5X4;165568158900;Olssons Brygga AB;Kyrkogatan 37;ARVIKA;070-5343395;6619500;1318713;http://www.olssonsbrygga.se;
LSSMRC-4mn;165020678735;Sympatec Gmbh System-Partikel- Technik;Badhusgatan 3;VIMMERBY;0492-10828;6393592;1502454;http://www.sympatec.com;
hhT255444v;165564815057;Idbergs Mäklarbyrå AB;Ågatan 28;KARLSHAMN;0454-14900;6227437;1441254;www.idbergs.nu;
~xjC5vUHqb;196909150259;Fotograf Markus Strinning;Gesällvägen 2;MUNKEDAL;070-3938855;6491605;1258123;http://www.strinning.se;
0VgWjwwww5;165562859354;Meguiars;;;08-210580;;;www.meguiars.se;
0SPj_v1Gbk;165562849835;Wangeskog Hyrcenter Lund;Kalkstensvägen 18;LUND;046-3780700;6176417;1337251;http://www.wangeskog.se;
dRlP-HKuuc;165564586716;Vittra Södermalm;Sandbacksgatan 10;STOCKHOLM;08-6156630;6579544;1629678;www.vittra.se;
idW2_-mO1H;198603300362;Hollybillwoodie AB;Läckö Slott;LIDKÖPING;073-6354759;6508601;1349883;http://www.hollybillwoodie.com;
dM_mHGAEEa;165566982004;Ples AB;Tjäderstigen 33;PERSTORP;0435-35687;6226327;1350194;www.plesab.se;
~dxSRZC--X;162120002627;Mediateket;Rådhusesplanaden 6A;UMEÅ;090-163489;7087584;1719429;www.umea.se;
zxWP-XnnnO;165562550417;Uniteam AB;Flygfältsgatan 7;TORSLANDA;031-923600;6405728;1260480;www.uniteam.se;
VSWPPwvnU1;165590873377;Näsudden Entreprenad AB;Box 46;TULLINGE;073-9080782;;;http://www.nasuddens.se;
VVVSTlsC5-;169697812197;Madscate;;;040-941526;;;http://www.madscate.com;
LxSSSRRRRl;168185004333;Dagöholm;Dagöholm;VALLA;0150-664100;6540896;1537770;www.dagoholm.se;
hzlC5OHooJ;165560063421;Formverkstaden i Trelleborg;;;0410-51411;;;www.trelleborg.com;
~TP5XHbJJA;162120002742;Mjölkuddens/Siljablo Samlingslokal;Amiralsvägen 8;LULEÅ;0920-453399;7292711;1790931;www.lulea.se;
zdgPZZZXX4;165566545660;Adm - Idé AB;Bergavägen 1;HELSINGBORG;042-158070;6219810;1307818;www.adm-ide.se;
~ggM2Zw44v;162120000142;Handikappomsorg;Rinkeby Allé 18;SPÅNGA;08-50802000;6587102;1620842;www.rinkeby-ungdomsrad.se;
LMlPCw4OOU;162120000142;Samlingslokaler;Rinkeby Allé 18;SPÅNGA;08-50802000;6587102;1620842;www.rinkeby-ungdomsrad.se;
